,sender prefixes,nb of bytes,% of traffic (bytes)
12100,65.105.0.0,108748978,0.003401998126595382
2186,54.235.0.0,107349204,0.0033582089470257405
27611,73.219.0.0,107184958,0.003353070833596291
2897,197.192.0.0,106788368,0.0033406642945939063
4512,62.100.0.0,106624713,0.0033355446694383673
1225,168.168.0.0,105027971,0.0032855937329554865
27227,103.54.0.0,104799408,0.0032784435885393343
11912,99.187.0.0,104644070,0.003273584144389072
134,54.230.0.0,104578008,0.0032715175245056267
2201,41.143.0.0,104486043,0.003268640580156666
3569,196.152.0.0,104394803,0.003265786316008358
2519,196.177.0.0,103511779,0.0032381626449726744
9536,135.186.0.0,102671683,0.003211881892079895
3423,41.128.0.0,102568272,0.0032086468821079456
27052,133.183.0.0,102398564,0.0032033379007392355
16379,99.248.0.0,102311074,0.003200600947973612
922,123.246.0.0,102242115,0.003198443701136663
19192,84.225.0.0,102197987,0.0031970632433513005
2887,132.219.0.0,102080857,0.003193399061416936
27816,112.35.0.0,101763558,0.003183472985573074
4734,24.60.0.0,101483798,0.0031747212435944377
6664,197.169.0.0,101211681,0.0031662085978552312
2962,208.230.0.0,101085594,0.0031622642137729452
8644,199.219.0.0,100998349,0.0031595349253509906
2954,219.47.0.0,100511771,0.003144313288560597
4635,111.222.0.0,100378505,0.0031401443235673
6304,206.18.0.0,100224616,0.0031353302085353075
2582,168.20.0.0,100178663,0.003133892659210371
11831,35.33.0.0,100001951,0.003128364571461841
3844,106.213.0.0,99654898,0.003117507700183204
26425,2.253.0.0,99440530,0.003110801618454307
2779,104.233.0.0,99244440,0.003104667328046134
143,63.164.0.0,99039456,0.0030982548063212675
2614,52.112.0.0,98970998,0.0030961132322850455
1124,219.163.0.0,98822739,0.003091475240742257
5098,42.31.0.0,98821109,0.0030914242493945833
4659,196.169.0.0,98728312,0.003088521277560184
3554,101.0.0.0,98726713,0.0030884712559866075
4467,212.214.0.0,98407792,0.003078494439059354
2328,111.56.0.0,98404698,0.0030783976493478802
2949,106.211.0.0,98060235,0.0030676218011308843
2351,178.48.0.0,98003690,0.003065852901895175
2768,193.253.0.0,97613483,0.0030536460425076373
1238,103.254.0.0,97533838,0.0030511545051545904
5644,35.98.0.0,97354681,0.0030455499303845505
2733,73.175.0.0,97176428,0.0030399736354784963
3340,219.7.0.0,97152694,0.0030392311639167256
7784,172.254.0.0,97048298,0.0030359653401549236
4285,166.25.0.0,95425843,0.002985210022983251
2205,203.247.0.0,95218720,0.0029787305868457007
2472,54.87.0.0,95114897,0.0029754826882631732
3352,135.141.0.0,94916099,0.002969263683395184
16107,74.42.0.0,94504362,0.0029563833002558587
2079,52.115.0.0,94222809,0.002947575467794782
2322,117.133.0.0,93749082,0.00293275584929209
5061,77.18.0.0,93738071,0.0029324113917894926
30014,135.40.0.0,93542510,0.0029262936501070363
6675,172.65.0.0,93181997,0.0029150157091721494
13510,106.4.0.0,92798209,0.0029030096555887333
2546,219.157.0.0,92557951,0.0028954936560737807
4954,203.162.0.0,92445717,0.00289198263588065
3907,110.5.0.0,92167153,0.002883268308412332
2144,163.147.0.0,90858131,0.0028423181268697325
4397,198.57.0.0,89893706,0.002812147985470871
2035,191.37.0.0,89850678,0.002810801939024428
1215,110.168.0.0,89519864,0.0028004530729573694
7734,139.143.0.0,89097065,0.0027872266368806423
2837,108.61.0.0,89039452,0.0027854243273631447
447,201.127.0.0,88938991,0.0027822816023455738
2429,146.196.0.0,88929087,0.0027819717751631444
21573,105.45.0.0,88628658,0.002772573444126186
7937,46.93.0.0,88213029,0.002759571307413152
10269,101.71.0.0,87945559,0.0027512040339393684
11733,79.129.0.0,87904498,0.0027499195212235235
2732,54.225.0.0,87836536,0.0027477934635728512
4353,174.56.0.0,87725708,0.002744326427327469
70,105.178.0.0,87615956,0.002740893051628158
258,245.233.0.0,87492091,0.002737018178450492
2944,16.184.0.0,87416835,0.0027346639423397393
7928,96.155.0.0,87306380,0.002731208574666555
19415,111.237.0.0,87071398,0.0027238576244462812
2143,208.42.0.0,86610364,0.0027094350815117002
18656,134.56.0.0,86422816,0.0027035680107917646
4475,198.182.0.0,84821287,0.0026534673224185078
2510,62.77.0.0,84518069,0.002643981742995867
95,24.59.0.0,84086345,0.00263047610582835
9667,35.234.0.0,84013458,0.002628195979228419
19542,134.231.0.0,83864804,0.0026235456308866542
2308,31.100.0.0,83564362,0.0026141468931702356
4095,107.130.0.0,83450992,0.0026106003354489106
2920,219.0.0.0,83328973,0.0026067832107545615
3831,212.90.0.0,82510306,0.0025811728220269956
4070,46.76.0.0,82372919,0.002576874939644887
372,46.173.0.0,82191332,0.002571194347098867
1133,54.81.0.0,82129815,0.0025692699086112356
2288,117.9.0.0,82059269,0.0025670630155971348
24311,103.27.0.0,81864150,0.0025609591010163175
4000,196.61.0.0,81775401,0.0025581827629091473
2979,213.176.0.0,81028901,0.002534829976996038
81,52.97.0.0,80444352,0.0025165435099461756
2870,178.58.0.0,80393490,0.002514952392200546
16303,210.64.0.0,80123034,0.00250649170758311
4004,151.3.0.0,79722686,0.0024939676069337577
1101,169.35.0.0,79528090,0.0024878800533804455
10260,212.248.0.0,79517264,0.0024875413832393936
1143,112.81.0.0,79459260,0.0024857268420550613
8701,106.232.0.0,79311393,0.002481101113462143
419,170.223.0.0,79151485,0.0024760987058401822
2243,50.70.0.0,78927038,0.002469077322397664
17106,108.143.0.0,78774790,0.0024643145428267345
2348,219.121.0.0,78589065,0.0024585045010803016
4535,103.207.0.0,78491287,0.002455445708446662
2373,178.0.0.0,78355719,0.0024512047299059137
17644,197.47.0.0,78212248,0.002446716521536537
2520,219.3.0.0,78210415,0.0024466591797326805
2442,77.97.0.0,77928850,0.0024378509718751794
4543,166.58.0.0,77538130,0.002425628064290491
323,190.170.0.0,77467691,0.0024234245185611757
4626,135.116.0.0,76961726,0.0024075963975638197
1121,113.12.0.0,76937417,0.002406835938256704
22157,24.240.0.0,76891150,0.0024053885660586575
2355,62.141.0.0,76478667,0.0023924848457749373
2898,193.146.0.0,76445972,0.0023914620469331033
6507,196.194.0.0,76397276,0.002389938688242112
2179,24.228.0.0,76379702,0.0023893889201782987
5030,196.163.0.0,76329097,0.002387805842172762
1102,115.151.0.0,76276377,0.0023861566005473917
14538,123.179.0.0,76259872,0.0023856402740484017
170,201.64.0.0,76189813,0.0023834486158725325
8917,97.2.0.0,75715740,0.0023686181734395976
6702,113.4.0.0,75542739,0.002363206177035373
2727,62.247.0.0,75313346,0.0023560300676998525
27604,73.225.0.0,74708917,0.0023371216939065843
815,198.214.0.0,74619626,0.0023343284003942365
7587,110.106.0.0,74156956,0.00231985467841377
29599,172.151.0.0,73998134,0.002314886244168235
5943,95.202.0.0,73946180,0.0023132609653479675
4270,193.244.0.0,73759274,0.002307413978336748
1172,196.46.0.0,73354095,0.002294738749343462
4380,198.99.0.0,73135366,0.0022878962422972614
21,121.180.0.0,73089265,0.0022864540630830885
1159,65.104.0.0,73083591,0.0022862765631403276
27889,131.0.0.0,72984382,0.0022831730044830557
7130,66.9.0.0,72771240,0.0022765052757555376
1980,108.219.0.0,72696047,0.0022741530104760143
2390,63.8.0.0,72519640,0.002268634464053276
2907,75.66.0.0,72305925,0.0022619488101464844
3305,102.107.0.0,71993553,0.002252176865817951
3279,193.212.0.0,71978183,0.0022516960455641207
4019,196.161.0.0,71815801,0.0022466162437126238
2490,159.197.0.0,71171734,0.0022264678729628598
3197,166.241.0.0,71021662,0.0022217731652769226
2890,196.9.0.0,70562481,0.0022074085898069057
2451,97.107.0.0,69869163,0.0021857194982815137
7043,199.203.0.0,69531027,0.0021751415778293835
7008,222.161.0.0,69388953,0.0021706970718604365
7306,169.48.0.0,69230604,0.002165743434490637
2295,50.16.0.0,69086035,0.0021612208773484107
161,177.238.0.0,69083143,0.0021611304068100837
165,201.119.0.0,68863031,0.0021542446353259494
20913,101.217.0.0,68741534,0.0021504438403760697
3896,192.38.0.0,68625319,0.0021468082824190812
4321,50.30.0.0,68438315,0.002140958229670394
1986,208.139.0.0,68271299,0.002135733462232934
29309,134.163.0.0,68256532,0.002135271505649439
3949,106.99.0.0,68231800,0.0021344978136183567
21315,127.170.0.0,67844944,0.0021223957836823864
632,172.27.0.0,67793885,0.002120798503178786
2395,193.194.0.0,67508379,0.002111867008878842
6861,107.59.0.0,67116266,0.0020996005240258657
6331,144.207.0.0,66955163,0.002094560733176623
20944,169.90.0.0,66908001,0.002093085362661909
2323,169.49.0.0,66722432,0.002087280201068995
9494,75.70.0.0,66345872,0.002075500261265324
371,171.11.0.0,66277318,0.0020733556840577057
1212,197.98.0.0,65851812,0.002060044564804198
8905,106.63.0.0,65341215,0.0020440715407869497
21364,22.242.0.0,65324090,0.002043535818806022
2600,52.102.0.0,64362448,0.00201345273809463
6679,145.26.0.0,64122155,0.0020059356436734396
4395,100.230.0.0,64005936,0.002002299960584309
29255,24.210.0.0,63997811,0.0020020457859218255
14053,61.170.0.0,63868284,0.001997993788197824
2646,198.177.0.0,63817169,0.0019963947558442425
1967,196.205.0.0,63785452,0.0019954025518110125
2319,134.32.0.0,63547597,0.0019879617254300844
3368,196.8.0.0,63323124,0.0019809395286286466
8978,205.16.0.0,63242436,0.0019784153630696957
2972,106.60.0.0,62833532,0.0019656236047696095
2188,212.96.0.0,62824580,0.0019653435590368646
7589,103.217.0.0,62635003,0.0019594130150381375
6503,172.166.0.0,62541800,0.0019564973422913734
2043,5.214.0.0,62300166,0.0019489382973197347
5032,133.180.0.0,62072593,0.0019418191231086108
4498,97.129.0.0,62039924,0.0019407971376256966
3211,190.0.0.0,61933162,0.0019374572982021798
11169,207.48.0.0,61928704,0.001937317838430444
2022,124.137.0.0,61777105,0.0019325753615494776
13519,219.221.0.0,61666182,0.0019291053534157337
4666,129.43.0.0,61643476,0.0019283950408143366
3550,196.60.0.0,61416151,0.0019212836247959875
1963,52.100.0.0,61381585,0.0019202022953949526
18615,24.17.0.0,61289272,0.0019173144645496787
6733,219.5.0.0,60632682,0.0018967743363478187
58,103.181.0.0,60474625,0.0018918298336243514
2561,209.153.0.0,60457976,0.0018913090023682665
8370,73.173.0.0,60234607,0.0018843213420378908
6041,40.25.0.0,60117597,0.001880660914067773
23484,39.192.0.0,60090795,0.001879822466153449
9206,196.173.0.0,59980214,0.0018763631568178055
1180,198.215.0.0,59842431,0.001872052886353685
3643,98.62.0.0,59754359,0.0018692977268614688
7904,198.118.0.0,59714982,0.0018680658947772084
8963,111.52.0.0,59708082,0.0018678500418330684
5385,94.19.0.0,59502272,0.0018614116803209759
4468,180.183.0.0,59323753,0.0018558270641275097
16892,198.129.0.0,59212446,0.001852345043308179
2285,123.45.0.0,59043435,0.001847057866215131
2929,52.96.0.0,59034590,0.0018467811677671717
24674,77.43.0.0,59013496,0.001846121283418811
6330,46.214.0.0,58922255,0.0018432669879874673
126,165.181.0.0,58857850,0.0018412522040936513
1214,100.21.0.0,58830128,0.001840384975786775
3405,198.55.0.0,58707936,0.0018365624391273045
18719,46.117.0.0,58598941,0.001833152744685778
2928,4.108.0.0,58431623,0.0018279185297716328
8096,103.208.0.0,58378123,0.0018262448873786637
11928,166.170.0.0,58013572,0.001814840625546902
26351,46.82.0.0,57818403,0.0018087351468143158
155,229.9.0.0,57591176,0.001801626796533434
2465,196.210.0.0,57324974,0.0017932991899485158
6337,73.250.0.0,57318223,0.0017930879981766482
9778,46.184.0.0,57240474,0.0017906557734586861
7139,183.253.0.0,57200501,0.0017894052966853377
2132,54.216.0.0,57187773,0.001789007126210988
7023,98.45.0.0,57083349,0.0017857404265241958
2117,110.110.0.0,57021469,0.0017838046322947204
9090,155.193.0.0,56799121,0.0017768489119434705
7716,75.133.0.0,56445463,0.0017657854162161316
4722,169.13.0.0,56209494,0.0017584035896399354
1198,197.149.0.0,56005246,0.0017520140922291105
1562,126.198.0.0,55786535,0.001745172148277547
19084,90.11.0.0,55755796,0.0017442105390529214
8759,104.234.0.0,55713063,0.001742873721101917
167,115.19.0.0,55371407,0.0017321856843652398
3353,107.29.0.0,55337193,0.0017311153665926595
13780,197.111.0.0,55298680,0.0017299105630509694
14852,123.218.0.0,55248721,0.0017283476938862905
13280,156.45.0.0,55099264,0.0017236722252671134
2386,50.31.0.0,55080915,0.0017230982128508781
3516,110.115.0.0,55062803,0.0017225316145140284
7554,62.186.0.0,55046180,0.0017220115966168634
3001,47.117.0.0,54994880,0.0017204067769017364
14943,162.32.0.0,54316612,0.0016991884950588523
4393,137.199.0.0,54294497,0.0016984966707313661
5053,219.21.0.0,54262947,0.0016975096909650452
3835,24.158.0.0,54232208,0.0016965480817404195
2718,113.175.0.0,54222499,0.0016962443547498898
4265,169.10.0.0,53894396,0.0016859802969917531
11401,24.14.0.0,53861214,0.0016849422633116878
105,198.2.0.0,53816742,0.001683551044162153
10360,24.35.0.0,53591487,0.0016765043840270457
5463,196.132.0.0,53439087,0.0016717368494347377
5611,188.129.0.0,53426187,0.0016713332982783023
7120,219.45.0.0,53388969,0.0016701690062674327
1112,213.202.0.0,53287416,0.001666992120175224
9820,99.7.0.0,53223690,0.0016649985774624323
2065,103.233.0.0,53131842,0.0016621252932286113
1170,172.138.0.0,52919829,0.0016554928830480409
2862,75.155.0.0,52871055,0.00165396708428029
2324,77.98.0.0,52772655,0.0016508888335986425
1130,96.82.0.0,52433955,0.0016402932695145564
2163,178.1.0.0,52369106,0.0016382645959530302
2782,71.123.0.0,52346511,0.0016375577557685606
3923,108.136.0.0,52058090,0.0016285350714204763
12064,109.23.0.0,52046924,0.001628185765047394
2593,138.100.0.0,52031185,0.0016276934013535072
15300,103.135.0.0,52025726,0.0016275226272633536
15988,129.210.0.0,52020416,0.001627356514345472
281,237.233.0.0,51897863,0.0016235226845102285
15137,218.155.0.0,51876868,0.001622865897182371
15793,96.153.0.0,51721633,0.0016180096751847533
2687,115.150.0.0,51632177,0.0016152112199715675
7996,46.112.0.0,51370866,0.0016070366187127055
19648,64.234.0.0,51368288,0.0016069559710474891
3606,212.49.0.0,51264336,0.0016037040369533972
5054,172.118.0.0,51239142,0.0016029158921599682
4800,198.42.0.0,51115606,0.0015990513111009436
3500,5.234.0.0,51057879,0.0015972454353174123
2425,190.85.0.0,50976741,0.001594707192392539
8838,125.90.0.0,50865841,0.0015912379037686087
6021,84.238.0.0,50683310,0.0015855277800371878
15898,73.148.0.0,50646149,0.0015843652711593351
2202,75.154.0.0,50611149,0.0015832703649209443
2334,137.198.0.0,50473369,0.00157896018830593
12829,129.121.0.0,50423792,0.0015774092692607668
11874,212.54.0.0,50413439,0.0015770853959954508
2485,193.235.0.0,50232217,0.0015714162217573455
3505,52.116.0.0,49894630,0.0015608554756916403
2071,52.98.0.0,49838068,0.0015590860446443298
2054,54.210.0.0,49708160,0.0015550221280838472
7736,198.179.0.0,49555373,0.0015502424869568464
14982,97.78.0.0,49517206,0.001549048507345399
7315,213.7.0.0,49416679,0.0015459037176474924
9169,2.103.0.0,49332567,0.001543272438975391
2556,75.153.0.0,49310532,0.0015425831172907354
1933,203.127.0.0,49147171,0.001537472689347599
4726,35.178.0.0,49084251,0.001535504360761326
2137,180.182.0.0,49075802,0.0015352400503953784
1136,212.56.0.0,49038455,0.0015340717228729444
11399,125.241.0.0,48858770,0.0015284506306602222
231,127.228.0.0,48796248,0.0015264947527220316
1027,255.169.0.0,48761568,0.0015254098570549632
12444,97.36.0.0,48632437,0.001521370247412973
2823,197.225.0.0,48419444,0.0015147071798577271
5576,153.246.0.0,48256011,0.001509594499536043
24443,154.85.0.0,48201868,0.001507900742151323
2564,123.62.0.0,48148317,0.0015062255043235494
12210,106.40.0.0,48129985,0.0015056520237189156
18589,190.18.0.0,47824516,0.0014960960261836288
9272,72.148.0.0,47689933,0.0014918858614327325
2284,31.77.0.0,47677130,0.001491485344730729
20027,121.141.0.0,47656868,0.001490851487867807
2501,73.124.0.0,47622038,0.001489761899745431
6059,107.165.0.0,47426119,0.0014836329587363077
15476,77.32.0.0,47162700,0.0014753924128388593
4592,219.108.0.0,47086775,0.0014730172483774354
3935,169.22.0.0,47086234,0.0014730003242552933
2516,209.131.0.0,46968679,0.0014693228470308922
14832,142.101.0.0,46936032,0.0014683015497747563
2672,169.111.0.0,46912806,0.0014675749699949604
2420,99.191.0.0,46734066,0.0014619834402506747
2964,113.127.0.0,46673233,0.001460080399359245
1992,73.122.0.0,46662650,0.001459749330995791
2004,109.242.0.0,46619583,0.0014584020645109688
1233,122.201.0.0,46591552,0.001457525169746159
2552,52.121.0.0,46578477,0.0014571161440585317
1151,8.9.0.0,46512051,0.001455038137150207
2606,196.41.0.0,46504799,0.0014548112725776125
8106,86.216.0.0,46503600,0.0014547737642181886
2371,54.69.0.0,46408973,0.0014518135444290398
138,181.74.0.0,46344077,0.0014497834005648504
2447,50.26.0.0,46314349,0.0014488534184889967
2252,97.108.0.0,46235761,0.001446394947304349
2350,209.109.0.0,46076232,0.0014414043959527986
17012,35.9.0.0,46071103,0.0014412439452643213
3234,52.118.0.0,46030877,0.0014399855538830208
1939,221.68.0.0,45939848,0.0014371378904551783
1137,106.208.0.0,45920362,0.0014365283092277132
5052,97.128.0.0,45795691,0.001432628221923529
5981,97.11.0.0,45794316,0.0014325852077498782
11417,172.182.0.0,45753304,0.001431302227902767
1928,106.103.0.0,45536777,0.001424528606100479
2367,169.14.0.0,45250100,0.0014155604793661019
13657,100.137.0.0,45038700,0.001408947245686221
2504,213.141.0.0,44931703,0.001405600054749389
2508,106.56.0.0,44840891,0.0014027591797402244
13817,198.12.0.0,44774619,0.001400685990419349
2312,46.90.0.0,44510272,0.0013924164138650653
11416,180.175.0.0,44507345,0.0013923248484205004
75,166.247.0.0,44499760,0.0013920875665971234
6548,218.172.0.0,44439427,0.0013902001672233852
2859,52.99.0.0,44366725,0.0013879258279849995
1544,111.205.0.0,44309842,0.0013861463550833312
7884,110.176.0.0,44235358,0.0013838162694758938
3870,54.209.0.0,43974488,0.0013756554640356354
21194,143.91.0.0,43853608,0.001371873970718587
1814,45.240.0.0,43762155,0.0013690130432837421
2927,133.17.0.0,43701184,0.0013671056853334297
13899,198.93.0.0,43320412,0.0013551939813847272
238,237.237.0.0,43197981,0.0013513639680798003
7979,158.69.0.0,43175955,0.0013506749279424632
15140,134.189.0.0,43175892,0.001350672957111234
1330,182.167.0.0,43136136,0.0013494292687565635
50,212.12.0.0,43118059,0.0013488637653259522
7900,42.113.0.0,43094107,0.0013481144740624684
2321,204.149.0.0,43073412,0.0013474670716452253
2151,125.135.0.0,43073139,0.001347458531376566
9304,111.208.0.0,43018646,0.001345753824929462
959,165.251.0.0,42834316,0.0013399874230173878
3218,129.213.0.0,42668108,0.0013347879322725168
24125,132.103.0.0,42526968,0.0013303726446586169
4352,65.106.0.0,42387604,0.0013260129157155564
2134,35.70.0.0,42177656,0.001319445105003051
7615,199.244.0.0,42084991,0.0013165462625293223
