,sp,ibyt
12926,16302,250164
19633,24479,250145
7640,9766,250141
6702,8570,250131
7620,9742,250130
63189,32166,250094
22447,27998,250092
23133,28852,250079
24582,30676,250068
23530,29358,250064
7528,9620,250051
19395,24184,250049
24999,31179,250047
61858,24456,250045
59555,9909,250045
5968,7669,250045
15837,19864,250043
5985,7690,250040
6729,8606,250009
18246,22772,249979
15079,18959,249972
63203,32267,249970
17624,22037,249961
59175,7714,249961
6061,7779,249959
10261,12974,249942
62798,29844,249929
64569,22614,249923
12929,16305,249919
11182,14111,249917
24867,31021,249889
21295,26558,249888
25365,31621,249885
6944,8884,249881
62346,27373,249870
14863,18693,249843
16201,20287,249838
19922,24840,249829
59001,6622,249814
12956,16342,249799
23181,28909,249795
12289,15496,249793
11819,14930,249779
13750,17338,249749
22236,27721,249746
5774,7429,249744
25395,31660,249721
14100,17758,249700
24205,30207,249666
11637,14691,249663
12159,15340,249624
17888,22344,249618
10978,13864,249611
6430,8235,249611
7001,8958,249606
14847,18670,249593
9062,11506,249569
19836,24726,249553
23516,29343,249512
13698,17269,249510
60219,13973,249499
59704,10888,249493
13105,16523,249484
21429,26722,249484
15354,19294,249481
62636,28976,249463
8155,10387,249437
61545,22389,249433
13402,16905,249426
23360,29143,249409
62708,29305,249395
20236,25248,249393
25399,31666,249386
18479,23069,249356
13906,17524,249344
11813,14921,249342
7080,9060,249340
24297,30324,249340
22873,28534,249330
18698,23319,249317
26050,32492,249296
59770,11260,249294
21469,26768,249285
7408,9470,249264
10391,13123,249259
18176,22687,249254
14047,17690,249248
59601,10245,249247
6810,8714,249215
5731,7373,249211
62787,29769,249203
59726,10992,249178
20122,25102,249156
21922,27319,249150
64461,30236,249145
15083,18963,249143
15998,20043,249134
17947,22413,249124
23623,29471,249119
23139,28860,249110
64181,19571,249089
20237,25250,249083
9449,11995,249082
25643,31981,249066
6578,8421,249059
13981,17613,249053
16896,21137,249041
20305,25330,249035
59677,10707,249035
6680,8548,249033
62054,25560,249032
18639,23248,248966
26232,32711,248961
22477,28035,248961
14840,18662,248958
11688,14758,248957
17318,21669,248941
5378,6920,248931
25384,31647,248930
26151,32614,248924
25088,31288,248915
17169,21481,248915
15623,19602,248914
19716,24578,248887
3861,5052,248857
25330,31575,248856
60060,13104,248814
5330,6868,248812
61559,22500,248808
13745,17333,248790
24220,30224,248767
21856,27238,248749
64402,27638,248742
24899,31059,248722
22562,28142,248716
6581,8424,248703
6737,8619,248692
21388,26675,248665
24251,30265,248660
16917,21161,248659
64325,24835,248659
9320,11835,248639
14122,17785,248629
17414,21787,248613
63194,32196,248606
61043,18956,248600
14017,17657,248508
10172,12884,248503
15205,19118,248501
10328,13046,248481
22535,28113,248408
7912,10096,248406
12826,16178,248403
62854,30130,248395
5200,6716,248385
20170,25157,248381
13778,17375,248364
23657,29514,248358
18279,22811,248342
4488,5800,248328
25104,31305,248316
15538,19503,248306
9604,12192,248294
25784,32163,248293
3839,5017,248271
8456,10756,248219
22329,27848,248210
18946,23623,248185
4587,5921,248147
19262,24016,248143
20031,24991,248117
64230,21626,248113
25375,31635,248105
9019,11453,248084
5953,7650,248083
17540,21933,248057
8420,10710,248045
13313,16793,248027
8257,10512,248027
17367,21726,248024
12241,15439,248024
61444,21609,248014
21834,27211,248008
6993,8946,247998
11622,14674,247992
14723,18522,247987
7649,9775,247975
19977,24912,247952
60324,14618,247935
15702,19700,247932
16889,21130,247916
63859,6808,247898
7550,9646,247893
59256,8266,247886
10246,12958,247874
11567,14604,247869
10524,13281,247862
16200,20283,247856
5899,7587,247806
8646,10994,247806
12564,15846,247797
25037,31227,247796
15196,19106,247778
19297,24057,247770
21799,27171,247770
61145,19655,247766
26003,32431,247763
24266,30284,247745
21099,26324,247744
17028,21307,247741
6018,7727,247738
59386,8985,247735
10341,13061,247723
25004,31186,247715
61201,20150,247696
21279,26538,247686
21794,27165,247663
59844,11717,247655
5983,7688,247649
18678,23295,247631
11180,14109,247623
10467,13209,247598
19729,24598,247596
4205,5449,247588
6618,8468,247587
21714,27064,247581
11684,14753,247574
24901,31061,247560
13417,16924,247558
59762,11217,247556
6562,8398,247553
9677,12283,247544
60685,16752,247531
7154,9150,247528
13705,17278,247522
12477,15735,247509
22063,27501,247505
19211,23959,247491
58888,6011,247480
64528,32688,247469
23806,29701,247456
23035,28730,247455
16829,21063,247442
18334,22880,247441
17971,22439,247436
61143,19646,247376
25806,32190,247348
19489,24298,247305
24484,30557,247275
22776,28414,247269
14269,17971,247263
18837,23491,247248
22561,28141,247245
5714,7343,247234
64224,21360,247214
59255,8263,247203
8218,10463,247161
25910,32323,247159
13875,17491,247157
17792,22235,247152
16865,21105,247143
17507,21897,247117
19954,24876,247102
9090,11547,247084
10931,13804,247068
13324,16806,247045
8422,10714,247021
14374,18102,246987
64084,15437,246955
7531,9624,246951
5277,6812,246949
63990,11711,246940
17358,21716,246905
13529,17057,246904
8137,10365,246902
19959,24883,246893
15530,19492,246840
18371,22927,246823
4593,5936,246822
10406,13142,246821
10420,13157,246809
15885,19928,246807
6118,7854,246795
62043,25478,246773
10325,13041,246744
16549,20707,246735
21230,26481,246728
18181,22693,246712
64249,22374,246707
4260,5514,246681
7724,9863,246672
6509,8329,246670
62481,28075,246657
64226,21447,246638
16671,20869,246630
5856,7531,246628
23065,28764,246621
10949,13830,246608
59461,9356,246604
22438,27988,246604
62741,29520,246595
61663,23155,246594
59189,7806,246584
59206,7908,246577
20865,26034,246561
9002,11435,246536
64045,14234,246533
6611,8461,246525
12369,15599,246523
14803,18618,246507
5929,7625,246503
61207,20179,246491
64572,24737,246467
63096,31642,246449
5434,6988,246439
24727,30847,246412
24667,30777,246396
12467,15721,246382
6797,8696,246381
61574,22624,246373
59785,11364,246369
20824,25982,246353
12637,15944,246317
5599,7189,246300
22952,28622,246279
22806,28453,246240
22484,28046,246224
25965,32388,246220
22617,28217,246177
60522,15819,246161
7451,9532,246153
21934,27332,246139
6929,8867,246136
7658,9784,246136
16170,20249,246122
63218,32330,246082
23122,28838,246082
17879,22335,246078
22190,27658,246074
14777,18583,246056
25079,31279,246055
10809,13648,246045
64300,24031,246045
9947,12629,246043
17284,21627,246042
5653,7263,246040
21910,27304,246033
4153,5385,246027
62075,25654,246023
5626,7225,246003
15884,19926,245990
10028,12729,245978
10531,13289,245969
5084,6574,245917
63985,11552,245898
12948,16328,245883
59416,9143,245847
16948,21207,245828
60506,15706,245815
25919,32334,245772
63184,32141,245769
5624,7223,245763
24548,30637,245748
13544,17076,245730
9748,12370,245690
13724,17307,245678
64144,17615,245676
6003,7711,245667
63838,6188,245652
64441,29366,245635
25396,31661,245631
22684,28296,245629
4182,5419,245614
21862,27245,245597
19399,24188,245585
12985,16375,245577
13924,17542,245572
61810,24161,245567
4636,5997,245562
20509,25579,245554
20563,25651,245549
21791,27161,245512
21118,26348,245511
6500,8319,245505
12851,16214,245499
5748,7393,245492
5282,6818,245466
6946,8887,245461
22286,27781,245454
20233,25243,245450
17440,21817,245443
14275,17978,245438
17977,22446,245431
15331,19270,245413
14339,18064,245389
21380,26661,245370
61629,22945,245349
64063,14718,245341
11337,14311,245333
19285,24045,245331
9141,11605,245325
23499,29322,245306
24073,30037,245283
6924,8861,245283
17574,21976,245275
13464,16983,245272
8772,11154,245272
19422,24218,245269
20592,25686,245268
61017,18821,245231
16083,20138,245226
22934,28601,245215
4242,5492,245195
63022,31182,245194
26117,32571,245189
25943,32363,245186
18271,22801,245176
12051,15214,245155
6815,8722,245153
64291,23788,245149
22876,28538,245139
20907,26090,245131
14014,17653,245124
14338,18062,245114
59163,7638,245112
19778,24657,245106
23087,28795,245069
9386,11918,245062
64393,27416,245055
16183,20262,245054
21427,26720,245044
20645,25753,245043
24661,30769,245032
18657,23268,245030
17322,21673,245029
23610,29455,244994
60328,14640,244974
24270,30288,244971
59442,9260,244949
7636,9761,244947
8210,10454,244935
8172,10408,244929
12260,15463,244924
6298,8077,244922
25416,31686,244913
14412,18154,244906
25682,32024,244904
7746,9890,244888
20286,25311,244886
22935,28602,244877
24456,30524,244859
18937,23614,244821
22733,28359,244819
18517,23113,244811
62376,27548,244778
64484,31404,244747
24022,29969,244743
19307,24069,244737
14749,18553,244734
58759,5288,244712
63018,31147,244704
25762,32133,244701
15435,19385,244672
63162,32054,244633
13623,17164,244626
20602,25698,244623
14769,18574,244610
62913,30478,244609
24856,31010,244602
9371,11897,244596
23217,28953,244589
12103,15274,244585
6907,8839,244574
15574,19542,244568
10811,13650,244559
5901,7591,244522
5668,7280,244509
20858,26025,244490
61720,23610,244484
14153,17825,244484
64374,27022,244458
17738,22170,244457
22501,28070,244449
15218,19132,244444
13271,16736,244431
6591,8435,244412
17390,21757,244408
64104,16034,244389
4894,6330,244382
12814,16164,244381
63247,32533,244379
7475,9559,244375
8049,10252,244364
9462,12012,244343
16438,20568,244331
21728,27080,244324
12216,15409,244324
14055,17701,244322
61081,19151,244321
60193,13866,244313
10120,12832,244311
11419,14420,244302
24802,30939,244297
10276,12991,244295
5114,6610,244285
64553,8297,244275
60641,16517,244272
11147,14071,244268
24721,30840,244248
60172,13756,244244
23619,29467,244237
18857,23511,244231
23572,29413,244224
24071,30035,244192
10072,12782,244188
59027,6779,244185
7326,9371,244184
20337,25367,244158
11014,13912,244140
19595,24431,244132
8953,11368,244111
14593,18364,244097
18719,23347,244080
25170,31386,244074
62999,31008,244073
12134,15311,244069
11238,14181,244068
64578,30922,244065
16949,21208,244021
26266,32756,244013
12552,15833,244007
61958,24986,243993
12218,15411,243988
19420,24216,243987
14165,17841,243987
14583,18354,243982
24229,30234,243961
11498,14522,243954
13958,17584,243952
5584,7174,243952
12652,15962,243931
23330,29107,243931
21093,26318,243924
22788,28431,243916
26164,32629,243910
7779,9936,243908
62908,30433,243899
63019,31150,243879
8987,11416,243862
25092,31292,243856
13525,17050,243831
60303,14475,243812
22597,28191,243808
23695,29563,243797
26090,32539,243772
6694,8562,243769
4120,5344,243769
7763,9913,243763
21620,26949,243743
22791,28436,243732
5180,6691,243727
11455,14469,243716
20595,25690,243702
59622,10364,243694
9425,11965,243650
22292,27789,243643
19314,24078,243630
6670,8534,243629
59470,9420,243622
11352,14327,243614
18398,22965,243608
19650,24505,243607
61916,24818,243585
5522,7097,243572
12494,15754,243553
59575,9971,243553
18445,23029,243530
58815,5612,243516
25800,32184,243504
7183,9186,243497
63157,32013,243493
23121,28837,243460
14570,18340,243453
9768,12395,243445
10198,12910,243425
14137,17805,243424
14151,17823,243404
7351,9399,243379
25823,32208,243369
17787,22229,243356
12675,15992,243344
21570,26884,243344
58995,6575,243323
19674,24533,243314
62385,27609,243279
21164,26399,243256
61032,18897,243250
18191,22707,243248
9244,11739,243220
19616,24455,243219
60222,13986,243202
20803,25961,243191
8908,11312,243185
60442,15338,243184
60999,18696,243174
23992,29935,243173
16196,20278,243167
13665,17224,243162
17364,21723,243135
61690,23400,243110
9306,11820,243088
60782,17294,243086
59855,11758,243076
13957,17583,243060
24382,30431,243057
21488,26788,243057
17583,21988,243054
18389,22952,243038
9408,11944,243029
17737,22168,243020
15189,19096,243016
22061,27499,242986
19844,24736,242963
64331,25008,242957
21046,26260,242942
26159,32623,242923
17806,22253,242916
15255,19179,242880
11069,13984,242874
5377,6919,242869
5202,6719,242857
11460,14476,242851
20549,25629,242826
4034,5241,242817
12021,15178,242795
16515,20664,242784
25973,32398,242767
24715,30833,242764
17679,22103,242762
5593,7183,242755
11242,14188,242754
63895,7975,242746
12475,15733,242741
7781,9939,242728
12029,15186,242720
10564,13336,242674
58885,5995,242666
20080,25052,242660
9300,11813,242656
10419,13156,242631
19802,24688,242630
60739,17075,242616
16711,20926,242603
64152,17863,242587
11328,14300,242585
21069,26287,242579
11153,14078,242578
16782,21007,242570
6915,8849,242557
20133,25114,242539
59300,8511,242538
22536,28114,242528
20768,25917,242522
10202,12914,242521
59477,9462,242510
22182,27647,242507
4054,5266,242493
16324,20431,242490
61599,22805,242485
61415,21446,242480
17488,21874,242479
7085,9067,242477
5732,7375,242474
25480,31770,242472
22278,27773,242461
60333,14668,242455
21064,26282,242454
18416,22986,242449
59024,6763,242431
13437,16952,242405
24014,29960,242399
24944,31118,242383
16005,20052,242378
23553,29386,242377
6748,8631,242376
11434,14440,242352
11028,13930,242336
61273,20600,242330
24226,30231,242328
17078,21367,242307
14934,18779,242304
61918,24822,242292
23451,29261,242285
10783,13610,242256
16589,20759,242251
24795,30930,242233
18597,23201,242215
6014,7723,242164
15087,18968,242163
8502,10810,242153
20366,25402,242146
21686,27030,242135
8627,10968,242133
5545,7126,242123
15346,19286,242122
20683,25807,242106
25114,31315,242092
22611,28210,242082
19779,24658,242069
23272,29032,242064
22998,28682,242051
23575,29416,242050
61524,22169,242042
21898,27290,242027
8746,11124,241982
6577,8420,241978
18786,23432,241964
23933,29863,241920
64112,16326,241916
59240,8126,241914
59419,9161,241913
20675,25798,241910
20941,26126,241902
12622,15924,241899
23716,29588,241890
60504,15688,241885
23589,29432,241876
63004,31058,241875
20545,25622,241848
60772,17253,241830
61502,22012,241804
23810,29705,241776
13377,16870,241776
60042,12807,241765
4193,5435,241765
63884,7576,241741
15907,19951,241721
17160,21472,241707
20159,25143,241687
25243,31470,241674
7032,8993,241674
5964,7663,241668
22291,27787,241665
10583,13360,241655
21211,26457,241652
59038,6928,241641
22458,28010,241626
3863,5054,241597
25011,31193,241591
16088,20144,241583
20091,25067,241578
7713,9851,241553
14296,18006,241542
61872,24540,241537
5793,7458,241529
17517,21909,241474
7292,9330,241445
59183,7787,241444
13571,17106,241440
63152,31970,241434
7227,9246,241411
9580,12163,241410
10412,13149,241392
23338,29118,241391
15256,19180,241373
64301,24035,241363
24264,30282,241356
19048,23755,241347
21452,26747,241338
4427,5719,241330
9465,12016,241327
23521,29348,241318
24450,30517,241300
24630,30733,241298
4314,5584,241279
20344,25375,241273
7287,9325,241252
10634,13424,241250
14669,18455,241239
18178,22690,241230
24500,30580,241217
59610,10280,241161
8601,10934,241141
61636,22981,241117
26096,32546,241115
59544,9843,241109
18244,22768,241102
6379,8175,241099
8818,11205,241089
16258,20356,241082
61018,18828,241067
11941,15083,241058
17081,21371,240978
14197,17879,240960
19722,24585,240958
20195,25188,240951
8119,10340,240944
62939,30616,240926
9054,11498,240907
6971,8920,240882
24330,30362,240877
12713,16044,240875
18189,22705,240875
3842,5020,240872
64365,26518,240866
61052,18997,240851
9227,11715,240849
61609,22855,240845
6807,8710,240839
15030,18896,240827
64526,32678,240823
11726,14817,240821
22052,27486,240817
17001,21273,240806
16086,20141,240780
22351,27876,240761
7552,9648,240732
59134,7436,240728
5942,7639,240728
62393,27655,240721
61662,23142,240670
6324,8111,240669
14604,18378,240666
15958,20002,240652
24681,30792,240643
17671,22092,240618
11748,14844,240610
61562,22517,240609
23895,29815,240605
59224,8011,240602
64091,15769,240602
25581,31902,240595
17814,22261,240577
7089,9071,240563
59233,8085,240562
19992,24935,240558
16815,21048,240548
19520,24338,240544
19730,24599,240542
21552,26864,240533
6649,8509,240518
5357,6897,240510
20525,25598,240489
17392,21759,240480
20976,26164,240468
19885,24790,240458
23337,29117,240449
21218,26465,240444
62331,27272,240413
21814,27187,240413
61608,22852,240410
6169,7918,240408
58893,6026,240408
25736,32098,240406
12756,16095,240403
22102,27550,240396
24408,30460,240389
59075,7155,240379
14637,18418,240375
63126,31797,240369
59936,12215,240360
25968,32391,240319
64165,18495,240316
60643,16529,240313
6627,8479,240304
